"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_conductor","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2017S009528    ",1,"Ciutat Vella",2,"el Barri Gòtic",74404,"Catalunya","0021 0022","Dijous","2017",11,"Novembre","16","18","Desconegut","Tarda","430758.18 ","4582134.52","2.17071692885436","41.3859149577732"
"2017S007291    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)","001010000","Dijous","2017",8,"Agost","31","04","Manca d'atenció a la conducció","Nit","431749.46 ","4581607.43","2.18263127669953","41.3812523908357"
"2017S008374    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)","001010000","Dimecres","2017",10,"Octubre","11","03","Manca d'atenció a la conducció","Nit","431572.69 ","4581329.72","2.18054878293087","41.3787361040964"
"2017S007517    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)","001020000","Diumenge","2017",9,"Setembre","10","07","Manca d'atenció a la conducció","Matí","431520.59 ","4581243.79","2.17993549454353","41.3779577194891"
"2017S004505    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)","001020000","Diumenge","2017",5,"Maig","21","21","Altres","Tarda","431640.69 ","4581563.55","2.18133552033465","41.3808479330988"
"2017S005676    ",1,"Ciutat Vella",1,"el Raval",67307,"Carme","0051 0051","Dijous","2017",6,"Juny","29","22","Desconegut","Nit","430568.24 ","4581644.24","2.16850163460261","41.3814827690720"
"2017S005711    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)","001040000","Divendres","2017",6,"Juny","30","18","Canvi de carril sense precaució","Tarda","431520.59 ","4581243.79","2.17993549454353","41.3779577194891"
"2017S005146    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)","001070000","Diumenge","2017",6,"Juny","11","21","Desobeir semàfor","Tarda","431358.53 ","4581040.46","2.17802066969327","41.3761125609994"
"2017S003633    ",1,"Ciutat Vella",2,"el Barri Gòtic",701266,"Litoral (Llobregat)","001070000","Diumenge","2017",4,"Abril","23","18","Desconegut","Tarda","433363.25 ","4582786.07","2.20179986378437","41.3920035260374"
"2017S003521    ",1,"Ciutat Vella",2,"el Barri Gòtic",269108,"Portal de la Pau","0007 0007","Dijous","2017",4,"Abril","20","11","Altres","Matí","431258.53 ","4580950.58","2.17683513133376","41.3752944925935"
"2017S008609    ",1,"Ciutat Vella",2,"el Barri Gòtic",269108,"Portal de la Pau","0007 0007","Dijous","2017",10,"Octubre","19","17","Manca d'atenció a la conducció","Tarda","431258.53 ","4580950.58","2.17683513133376","41.3752944925935"
"2017S002356    ",1,"Ciutat Vella",1,"el Raval",167108,"Jerusalem","0005 0005","Divendres","2017",3,"Març","24","08","Manca precaució efectuar marxa enrera","Matí","431107.01 ","4581520.18","2.17495856537907","41.3804117512970"
"2017S002005    ",1,"Ciutat Vella",2,"el Barri Gòtic",291107,"Rull","0001 0001","Diumenge","2017",3,"Març","12","01","Altres","Nit","431395.86 ","4581927.05","2.17836658330967","41.3841010185225"
"2017S010060    ",1,"Ciutat Vella",1,"el Raval",250904,"Pelai","0008 0008","Divendres","2017",12,"Desembre","1","18","Desconegut","Tarda","430303.51 ","4582122.83","2.16528079954325","41.3857703708758"
"2017S006986    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0083 0083","Dilluns","2017",8,"Agost","14","23","Altres","Nit","430904.32 ","4581667.62","2.17251793556394","41.3817223042280"
"2017S005666    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0083 0083","Dijous","2017",6,"Juny","29","14","No respectat pas de vianants","Tarda","430929.1  ","4581664.04","2.17281467360588","41.3816921898387"
"2017S009222    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0089B0089B","Dimecres","2017",11,"Novembre","8","09","Altres","Matí","430906.87 ","4581728.05","2.17254153300366","41.3822667987548"
"2017S007731    ",1,"Ciutat Vella",1,"el Raval",34308,"Rambla","0101 0101","Dilluns","2017",9,"Setembre","18","14","Manca d'atenció a la conducció","Tarda","430835.31 ","4581774.01","2.17168053089810","41.3826745927727"
"2017S006607    ",1,"Ciutat Vella",1,"el Raval",250904,"Pelai","0054 0054","Dissabte","2017",7,"Juliol","29","19","Avançament defectuós/improcedent","Tarda","430626.56 ","4582081.06","2.16914898887880","41.3854221099407"
"2017S008044    ",1,"Ciutat Vella",3,"la Barceloneta",248050,"Pau Vila","0014 0014","Divendres","2017",9,"Setembre","29","15","Canvi de carril sense precaució","Tarda","432104.12 ","4581681.39","2.18686413833576","41.3819485636289"
"2017S005594    ",1,"Ciutat Vella",1,"el Raval",341602,"Torres i Amat","0019 0019","Dimarts","2017",6,"Juny","27","10","No respectat pas de vianants","Matí","430347.37 ","4581975.17","2.16582231795625","41.3844442455783"
"2017S002041    ",1,"Ciutat Vella",1,"el Raval",282208,"Riera Baixa","0020 0020","Dilluns","2017",3,"Març","13","19","No respectar distàncies","Tarda","431302.28 ","4580803.95","2.17737489341548","41.3739775750827"
"2017S006480    ",1,"Ciutat Vella",3,"la Barceloneta",700813,"Doctor Aiguader","0010 0012","Dimarts","2017",7,"Juliol","25","11","Canvi de carril sense precaució","Matí","432183.28 ","4581788.33","2.18779879408338","41.3829184270022"
"2017S006478    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",700813,"Doctor Aiguader","0025X0025X","Dimarts","2017",7,"Juliol","25","10","Gir indegut o sense precaució","Matí","432115.84 ","4581793.58","2.18699171192027","41.3829600195898"
"2017S005948    ",1,"Ciutat Vella",1,"el Raval",67307,"Carme","0002 0002","Dissabte","2017",7,"Juliol","8","04","Desconegut","Nit","430838.81 ","4581811.79","2.17171806992210","41.3830151672164"
"2017S007108    ",1,"Ciutat Vella",3,"la Barceloneta",10900,"Pepe Rubianes","0027 0027","Dilluns","2017",8,"Agost","21","22","Manca d'atenció a la conducció","Nit","432423.39 ","4581317.26","2.19072277339873","41.3786958395905"
"2017S000463    ",1,"Ciutat Vella",1,"el Raval",167709,"Joaquín Costa","0033 0033","Dimarts","2017",1,"Gener","17","17","Desconegut","Tarda","431640.69 ","4581563.55","2.18133552033465","41.3808479330988"
"2017S000047    ",1,"Ciutat Vella",1,"el Raval",177702,"Lleó","0009 0009","Dimarts","2017",1,"Gener","3","11","Desconegut","Matí","431518.06 ","4581349.79","2.17989325332888","41.3789122173438"
"2017S005066    ",1,"Ciutat Vella",3,"la Barceloneta",700813,"Doctor Aiguader","9998 9998","Divendres","2017",6,"Juny","9","19","No respectar distàncies","Tarda","431864.49 ","4581575.48","2.18401044307291","41.3809743840599"
"2017S005362    ",1,"Ciutat Vella",3,"la Barceloneta",701266,"Litoral (Llobregat)","000950000","Dilluns","2017",6,"Juny","19","12","No respectar distàncies","Matí","432275.46 ","4581857.73","2.18889338171244","41.3835512669484"
"2017S010596    ",1,"Ciutat Vella",2,"el Barri Gòtic",80000,"Ciutat","0009 0009","Divendres","2017",12,"Desembre","22","15","Manca precaució efectuar marxa enrera","Tarda","431383.73 ","4581691.82","2.17824818394648","41.3819813326201"
"2017S002095    ",1,"Ciutat Vella",2,"el Barri Gòtic",85706,"Cometa","0000 0000","Dimecres","2017",3,"Març","15","20","Manca d'atenció a la conducció","Tarda","431223.13 ","4582103.35","2.17628089721157","41.3856741402172"
"2017S001527    ",1,"Ciutat Vella",1,"el Raval",254803,"Peu de la Creu","0001 0003","Divendres","2017",2,"Febrer","24","12","Altres","Matí","431032.2  ","4582330.03","2.17397170809712","41.3876994187900"
"2017S005513    ",1,"Ciutat Vella",1,"el Raval",341602,"Torres i Amat","0016 0016","Dissabte","2017",6,"Juny","24","02","Altres","Nit","430347.37 ","4581975.17","2.16582231795625","41.3844442455783"
"2017S007237    ",1,"Ciutat Vella",2,"el Barri Gòtic",18006,"Antonio López","0001 0001","Dimarts","2017",8,"Agost","29","21","Desobeir semàfor","Tarda","431630.28 ","4581687.85","2.18119699775728","41.3819665840811"
"2017S008331    ",1,"Ciutat Vella",2,"el Barri Gòtic",130403,"Fontanella","0002 0002","Dilluns","2017",10,"Octubre","9","18","No respectar distàncies","Tarda","430843.97 ","4582303.35","2.17172361748433","41.3874429449918"
"2017S006329    ",1,"Ciutat Vella",2,"el Barri Gòtic",177101,"Laietana","0035 0035","Dijous","2017",7,"Juliol","20","09","Manca d'atenció a la conducció","Matí","431223.13 ","4582103.35","2.17628089721157","41.3856741402172"
"2017S001814    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",276908,"Rec","0014 0014","Diumenge","2017",3,"Març","5","08","Manca d'atenció a la conducció","Matí","432766.76 ","4582127.97","2.19473873149804","41.3860264978961"
"2017S003803    ",1,"Ciutat Vella",2,"el Barri Gòtic",177101,"Laietana","0067 0067","Divendres","2017",4,"Abril","28","19","Altres","Tarda","430977.3  ","4582354.48","2.17331234234843","41.3879149194518"
"2017S002145    ",1,"Ciutat Vella",3,"la Barceloneta",216407,"Monjo","0017 0017","Divendres","2017",3,"Març","17","10","Manca d'atenció a la conducció","Matí","432533.5  ","4582010.13","2.19196224728987","41.3849455958797"
"2017S006799    ",1,"Ciutat Vella",3,"la Barceloneta",700654,"Litoral","0002 0010","Diumenge","2017",8,"Agost","6","15","Manca d'atenció a la conducció","Tarda","432766.76 ","4582127.97","2.19473873149804","41.3860264978961"
"2017S010457    ",1,"Ciutat Vella",3,"la Barceloneta",700654,"Litoral","0012 0014","Dilluns","2017",12,"Desembre","18","12","Desobeir altres senyals","Matí","432819.79 ","4582205.3 ","2.19536434878709","41.3867274244812"
"2017S006959    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",201400,"Picasso","0024 0024","Diumenge","2017",8,"Agost","13","15","Desobeir altres senyals","Tarda","431869.11 ","4582242.95","2.18399056832612","41.3869864980051"
"2017S006099    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",201400,"Picasso","0024 0024","Dijous","2017",7,"Juliol","13","14","Desobeir altres senyals","Tarda","431869.11 ","4582242.95","2.18399056832612","41.3869864980051"
"2017S003204    ",1,"Ciutat Vella",3,"la Barceloneta",197903,"Marítim de la Barceloneta","0039 0039","Dijous","2017",4,"Abril","6","18","Altres","Tarda","432892.31 ","4582046.23","2.19624928098385","41.3853007787905"
"2017S005397    ",1,"Ciutat Vella",3,"la Barceloneta",197903,"Marítim de la Barceloneta","0039 0039","Dilluns","2017",6,"Juny","19","13","Manca d'atenció a la conducció","Matí","432892.31 ","4582046.23","2.19624928098385","41.3853007787905"
"2017S000511    ",1,"Ciutat Vella",3,"la Barceloneta",194202,"Mar","0012 0014","Dijous","2017",1,"Gener","19","12","Avançament defectuós/improcedent","Matí","432643.75 ","4581596.27","2.19332678249492","41.3812273082760"
"2017S001889    ",1,"Ciutat Vella",3,"la Barceloneta",293306,"Salamanca","0003 0003","Dimecres","2017",3,"Març","8","10","Manca d'atenció a la conducció","Matí","431935.15 ","4581644.36","2.18484767404894","41.3816007541964"
"2017S000341    ",1,"Ciutat Vella",3,"la Barceloneta",293306,"Salamanca","0003 0003","Divendres","2017",1,"Gener","13","21","No determinada","Tarda","432115.84 ","4581793.58","2.18699171192027","41.3829600195898"
"2017S005739    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",240707,"Palau","0014 0014","Diumenge","2017",7,"Juliol","2","12","Altres","Matí","431803.6  ","4581754.35","2.18326215284890","41.3825802548325"
"2017S009522    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes","0444 0446","Dijous","2017",11,"Novembre","16","15","Gir indegut o sense precaució","Tarda","429355.61 ","4581351.42","2.15403476873311","41.3787397835458"
"2017S003097    ",1,"Ciutat Vella",3,"la Barceloneta",701266,"Litoral (Llobregat)","000880000","Dimarts","2017",4,"Abril","4","09","Manca d'atenció a la conducció","Matí","433363.25 ","4582786.07","2.20179986378437","41.3920035260374"
"2017S004480    ",1,"Ciutat Vella",3,"la Barceloneta",701266,"Litoral (Llobregat)","0022S0000","Dissabte","2017",5,"Maig","20","21","No respectar distàncies","Tarda","432773.44 ","4582254.56","2.19480455911189","41.3871672212086"
"2017S005442    ",1,"Ciutat Vella",3,"la Barceloneta",354455,"Escar","0001 0001","Dimecres","2017",6,"Juny","21","17","Canvi de carril sense precaució","Tarda","432325.29 ","4580975.04","2.18958794710769","41.3756052961412"
"2017S007165    ",1,"Ciutat Vella",3,"la Barceloneta",15405,"Andrea Doria","0032 0032","Dijous","2017",8,"Agost","24","12","Desconegut","Matí","432561.67 ","4581532.35","2.19235235795608","41.3806447146188"
"2017S007158    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes","0484 0484","Dijous","2017",8,"Agost","24","16","Desobeir altres senyals","Tarda","429546.58 ","4581537.58","2.15629669305921","41.3804332243350"
"2017S003916    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",85400,"Comerç","0008 0008","Dimecres","2017",5,"Maig","3","13","Altres","Matí","431643.64 ","4582480.55","2.18126724467176","41.3891073487514"
"2017S001779    ",1,"Ciutat Vella",3,"la Barceloneta",88908,"Conreria","0010 0014","Dissabte","2017",3,"Març","4","06","Manca d'atenció a la conducció","Matí","431988.26 ","4582087.98","2.18543294628582","41.3856008169854"
"2017S008345    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes","0412 0412","Dimarts","2017",10,"Octubre","10","09","Manca d'atenció a la conducció","Matí","429165.19 ","4581164.97","2.15177957232199","41.3770437354376"
"2017S004025    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes","0426 0426","Dissabte","2017",5,"Maig","6","21","Desobeir semàfor","Tarda","429260.06 ","4581256.4 ","2.15290329996271","41.3778755680528"
"2017S001390    ",1,"Ciutat Vella",3,"la Barceloneta",199206,"Marquès de la Mina","0001 0001","Diumenge","2017",2,"Febrer","19","16","No determinada","Tarda","431807.06 ","4581842.96","2.18329354821578","41.3833786347548"
"2017S005408    ",1,"Ciutat Vella",2,"el Barri Gòtic",700205,"Peixos","0001 0001","Dimarts","2017",6,"Juny","20","14","Desconegut","Tarda","431094.92 ","4582090.16","2.17474911605824","41.3855443603037"
"2017S001511    ",1,"Ciutat Vella",3,"la Barceloneta",701497,"B-10 (Llobregat)","000990000","Dijous","2017",2,"Febrer","23","22","Desobeir altres senyals","Nit","432262.81 ","4582867.51","2.18862908715144","41.3926450212409"
"2017S005333    ",1,"Ciutat Vella",3,"la Barceloneta",294874,"Salvat Papasseit","0001A0001A","Diumenge","2017",6,"Juny","18","15","No respectat pas de vianants","Tarda","432429.1  ","4581845.4 ","2.19073210894379","41.3834531445103"
"2017S004662    ",1,"Ciutat Vella",3,"la Barceloneta",10707,"Almirall Aixada","0026 0026","Divendres","2017",5,"Maig","26","18","Altres","Tarda","432468.54 ","4581211.41","2.19127447847056","41.3777462685474"
"2017S006987    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",266904,"Princesa","0049 0049","Dilluns","2017",8,"Agost","14","18","Altres","Tarda","431692.6  ","4582196.6 ","2.18188484325860","41.3865540537787"
"2017S010062    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",201400,"Picasso","0014 0014","Dissabte","2017",12,"Desembre","2","00","Desconegut","Nit","431774.5  ","4582306.01","2.18285197984253","41.3875464359713"
"2017S008072    ",2,"Eixample",10,"Sant Antoni",198804,"Paral·lel","0206 0206","Dissabte","2017",9,"Setembre","30","17","Manca d'atenció a la conducció","Tarda","429230.37 ","4580912.7 ","2.15258844110807","41.3747773624684"
"2017S010458    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",271100,"Pujades","0001B0001B","Dilluns","2017",12,"Desembre","18","12","No cedir la dreta","Matí","431740.53 ","4582375.11","2.18243792188133","41.3881659158608"
"2017S003007    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",286504,"Roger de Flor","0001 0001","Dissabte","2017",4,"Abril","1","11","Desobeir semàfor","Matí","431920.94 ","4582550.26","2.18457585658754","41.3897587467380"
"2017S004807    ",2,"Eixample",10,"Sant Antoni",329902,"Tamarit","0129 0129","Dijous","2017",6,"Juny","1","00","Gir indegut o sense precaució","Nit","429741.9  ","4581146.32","2.15867775331601","41.3769263645507"
"2017S005648    ",2,"Eixample",10,"Sant Antoni",54509,"Calàbria","0037 0037","Dijous","2017",6,"Juny","29","02","Manca d'atenció a la conducció","Nit","429779.38 ","4581124.85","2.15912840989982","41.3767362654112"
"2017S005059    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",362409,"Vilanova","0002 0010","Divendres","2017",6,"Juny","9","12","Altres","Matí","431639.73 ","4582786.87","2.18118587896044","41.3918659527563"
"2017S008970    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes","0408 0408","Dilluns","2017",10,"Octubre","30","13","No respectar distàncies","Matí","429170.58 ","4581128.4 ","2.15184830043301","41.3767148364516"
"2017S001119    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",22207,"Arenes dels Canvis","0000 0000","Divendres","2017",2,"Febrer","10","12","Avançament defectuós/improcedent","Matí","431410.39 ","4582640.18","2.17845953116789","41.3905252156470"
"2017S009149    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat","0175 0177","Diumenge","2017",11,"Novembre","5","14","Manca precaució incorporació circulació","Tarda","429257.37 ","4581833.72","2.15280368141510","41.3830750589910"
"2017S009114    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",268003,"Provença","0059 0059","Dissabte","2017",11,"Novembre","4","14","Desobeir semàfor","Tarda","428880.88 ","4582025.85","2.14827881856100","41.3847722842554"
"2017S008066    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",287201,"Roma","0030 0030","Dissabte","2017",9,"Setembre","30","11","Altres","Matí","428666.7  ","4581674.2 ","2.14575889620455","41.3815861185857"
"2017S009780    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0489 0489","Divendres","2017",11,"Novembre","24","09","Manca d'atenció a la conducció","Matí","429546.58 ","4581537.58","2.15629669305921","41.3804332243350"
"2017S001312    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",110304,"Enric Granados","0113 0113","Dijous","2017",2,"Febrer","16","21","No determinada","Tarda","430224.72 ","4582083.66","2.16434305439918","41.3854107429007"
"2017S005090    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"Entença","0070 0070","Dissabte","2017",6,"Juny","10","13","Altres","Matí","429156.52 ","4581362.4 ","2.15165280375838","41.3788211575784"
"2017S001215    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",276908,"Rec","0046 0046","Dimarts","2017",2,"Febrer","14","07","Desconegut","Matí","429555.55 ","4581336.38","2.15642736504570","41.3786218675209"
"2017S001938    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell","0113 0113","Dijous","2017",3,"Març","9","17","Altres","Tarda","429881.52 ","4581601.89","2.16029450521684","41.3810417285667"
"2017S009601    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",177101,"Laietana","0006 0006","Dissabte","2017",11,"Novembre","18","21","Canvi de carril sense precaució","Tarda","431606.51 ","4581727.74","2.18090823809717","41.3823238402788"
"2017S006859    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",177101,"Laietana","0014 0014","Dimecres","2017",8,"Agost","9","10","Desconegut","Matí","431521.99 ","4581829.29","2.17988601465798","41.3832312771061"
"2017S005522    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",177101,"Laietana","0016 0018","Dissabte","2017",6,"Juny","24","20","Altres","Tarda","431446.42 ","4581914.13","2.17897268704738","41.3839889655719"
"2017S003339    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó","0090 0090","Dimecres","2017",4,"Abril","12","16","Canvi de carril sense precaució","Tarda","429257.37 ","4581833.72","2.15280368141510","41.3830750589910"
"2017S004768    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria","0119 0121","Dimecres","2017",5,"Maig","31","08","No determinada","Matí","429347.93 ","4581549.1 ","2.15391986685640","41.3805195468808"
"2017S009728    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria","0130 0130","Dimecres","2017",11,"Novembre","22","21","Manca d'atenció a la conducció","Tarda","429292.15 ","4581623.13","2.15324419646649","41.3811814059978"
"2017S010732    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó","0002 0002","Dijous","2017",12,"Desembre","28","18","No determinada","Tarda","428800.78 ","4581401.91","2.14739428559823","41.3791455840348"
"2017S003825    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"Entença","0193 0195","Dissabte","2017",4,"Abril","29","21","Manca d'atenció a la conducció","Tarda","428444.45 ","4582075.94","2.14305367891393","41.3851846924644"
"2017S006816    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó","0041 0041","Dilluns","2017",8,"Agost","7","13","No respectar distàncies","Matí","428875.47 ","4581460.32","2.14828055808076","41.3796782741104"
"2017S005615    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó","0063 0063","Dimarts","2017",6,"Juny","27","21","No respectar distàncies","Tarda","429005.05 ","4581602.36","2.14981341762215","41.3809690335602"
"2017S006222    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",100800,"Diputació","0047 0047","Dilluns","2017",7,"Juliol","17","11","No respectar distàncies","Matí","429252.74 ","4581456.29","2.15279241582626","41.3796752666563"
"2017S004578    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",100800,"Diputació","0009 0009","Dimecres","2017",5,"Maig","24","07","Avançament defectuós/improcedent","Matí","428966.52 ","4581175.8 ","2.14940270699216","41.3771237494794"
"2017S009334    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",331507,"Tarragona","0068U0068U","Divendres","2017",11,"Novembre","10","19","Manca d'atenció a la conducció","Tarda","428919.89 ","4581047.65","2.14886016966150","41.3759654246514"
"2017S003181    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",331507,"Tarragona","0068U0068U","Dijous","2017",4,"Abril","6","09","Canvi de carril sense precaució","Matí","428946.59 ","4580996.25","2.14918545970126","41.3755048421246"
"2017S005035    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",331507,"Tarragona","0070 0072","Dijous","2017",6,"Juny","8","21","Manca d'atenció a la conducció","Tarda","428833.31 ","4581065.21","2.14782284411303","41.3761159228100"
"2017S006414    ",2,"Eixample",10,"Sant Antoni",323203,"Sepúlveda","0100 0100","Dissabte","2017",7,"Juliol","22","19","Desconegut","Tarda","429650.92 ","4581430.44","2.15755685292461","41.3794773866508"
"2017S000053    ",2,"Eixample",10,"Sant Antoni",127704,"Floridablanca","0078 0078","Dimarts","2017",1,"Gener","3","12","Desobeir semàfor","Matí","428787.04 ","4581740.07","2.14719021199311","41.3821900562282"
"2017S010000    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat","0140C0140C","Dijous","2017",11,"Novembre","30","19","Desobeir semàfor","Tarda","429444.29 ","4581642.99","2.15506121240913","41.3813736461057"
"2017S003565    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó","0147 0147","Divendres","2017",4,"Abril","21","14","Desconegut","Tarda","429447.81 ","4582020.17","2.15505934973192","41.3847710892521"
"2017S003635    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",362001,"Vilamarí","0061 0061","Diumenge","2017",4,"Abril","23","23","Desconegut","Nit","428969.53 ","4581364.79","2.14941653105319","41.3788261841982"
"2017S004048    ",2,"Eixample",10,"Sant Antoni",361406,"Viladomat","0023B0023B","Diumenge","2017",5,"Maig","7","19","Manca d'atenció a la conducció","Tarda","430025.09 ","4581048.9 ","2.16207525573498","41.3760736298562"
"2017S004723    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",268003,"Provença","0063 0063","Dilluns","2017",5,"Maig","29","12","Avançament defectuós/improcedent","Matí","428880.88 ","4582025.85","2.14827881856100","41.3847722842554"
"2017S003949    ",2,"Eixample",10,"Sant Antoni",127704,"Floridablanca","0103 0103","Dijous","2017",5,"Maig","4","11","Gir indegut o sense precaució","Matí","429935.26 ","4581522.19","2.16094636485563","41.3803285816496"
"2017S004892    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",362001,"Vilamarí","0118 0118","Dissabte","2017",6,"Juny","3","14","Desconegut","Tarda","428782.6  ","4581555.77","2.14715879502587","41.3805297372891"
"2017S005294    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat","0153 0153","Divendres","2017",6,"Juny","16","21","Canvi de carril sense precaució","Tarda","429371.68 ","4581702.34","2.15418599682251","41.3819018154540"
"2017S010185    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",87009,"Comte Borrell","0177 0177","Dimecres","2017",12,"Desembre","6","22","Avançament defectuós/improcedent","Nit","429299    ","4581967.86","2.15328585234845","41.3842868751441"
"2017S006257    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell","0141 0141","Dimarts","2017",7,"Juliol","18","10","Desconegut","Matí","429224.95 ","4582226.73","2.15237003411074","41.3866119112986"
"2017S002223    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",100800,"Diputació","0140 0140","Dilluns","2017",3,"Març","20","09","No respectar distàncies","Matí","429131.28 ","4582322.2 ","2.15123863317069","41.3874635222954"
"2017S005915    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"Entença","0158 0158","Divendres","2017",7,"Juliol","7","08","No determinada","Matí","428690.81 ","4581838.58","2.14602784991670","41.3830687701260"
"2017S006450    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell","0035 0035","Dilluns","2017",7,"Juliol","24","13","Canvi de carril sense precaució","Matí","429887.32 ","4581595.63","2.16036458801723","41.3809858526313"
"2017S002086    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",289105,"Rosselló","0019 0019","Dimecres","2017",3,"Març","15","15","Gir indegut o sense precaució","Tarda","428489.85 ","4582618.28","2.14353254037629","41.3900733895556"
"2017S004816    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",110803,"Entença","0140B0140B","Dijous","2017",6,"Juny","1","13","Altres","Matí","428787.04 ","4581740.07","2.14719021199311","41.3821900562282"
"2017S007321    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",287201,"Roma","0066 0068","Divendres","2017",9,"Setembre","1","16","Avançament defectuós/improcedent","Tarda","428909.27 ","4581807.57","2.14864396471617","41.3828088242504"
"2017S003067    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes","0560 0560","Dissabte","2017",4,"Abril","1","00","Desconegut","Nit","429928.15 ","4581911.43","2.16081629202047","41.3838337223157"
"2017S008711    ",2,"Eixample",10,"Sant Antoni",323203,"Sepúlveda","0129 0129","Dissabte","2017",10,"Octubre","21","14","Manca d'atenció a la conducció","Tarda","429874    ","4581633.7 ","2.16020089477395","41.3813275751029"
"2017S000393    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",87009,"Comte Borrell","0159 0159","Diumenge","2017",1,"Gener","15","21","Desobeir semàfor","Tarda","428696.36 ","4582407   ","2.14602726386174","41.3881888171791"
